estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,G0_verano_W_m2,G0_invierno_W_m2,declinacion_verano_grados,declinacion_invierno_grados,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados
iguazu_aero,MISIONES,NEA,SARI,-25.7167,-54.4667,270.0000,87097.0000,5.5000,0.1676,11.4000,8.3167,5.9000,1.3940,99.8000,12.8000,0.0512,88.6000,81.1417,75.8000,4.1535,973.7000,0.9000,0.0814,4.1000,3.6500,3.2000,0.2970,43.8000,163.3000,0.2684,247.0000,163.3083,83.7000,43.8337,1959.7000,9.9000,0.1699,25.8000,21.3500,15.9000,3.6265,256.2000,9.8000,0.1303,32.0000,27.6833,22.2000,3.6063,332.2000,9.7000,0.2150,20.7000,16.2750,11.0000,3.4999,195.3000,1405.9130,1316.8187,-23.0859,23.4498,13.5795,10.3922,2.6308,49.1664
jachal,SAN JUAN,Cuyo,SAMJ,-30.2167,-68.7333,1175.0000,87305.0000,3.1000,0.6505,3.6000,1.5083,0.5000,0.9811,18.1000,18.0000,0.1099,66.2000,57.3333,48.2000,6.2994,688.0000,1.2000,0.1748,3.0000,2.3583,1.8000,0.4122,28.3000,30.5000,0.8872,32.3000,10.2833,1.8000,9.1238,123.4000,18.2000,0.3942,25.4000,16.7667,7.2000,6.6098,201.2000,15.3000,0.2193,32.9000,25.6083,17.6000,5.6158,307.3000,19.0000,0.9367,16.6000,7.3833,-2.4000,6.9160,88.6000,1405.9130,1316.8187,-23.0859,23.4498,13.9165,10.0489,7.1308,53.6664
jujuy_aero,JUJUY,NOA,SASJ,-24.3833,-65.0833,907.0000,87046.0000,10.8000,0.8118,11.3000,5.2833,0.5000,4.2891,63.4000,31.5000,0.1603,81.5000,68.7500,50.0000,11.0193,825.0000,2.6000,0.1997,5.4000,4.4083,2.8000,0.8806,52.9000,151.9000,1.0234,154.0000,60.0333,2.1000,61.4392,720.4000,12.1000,0.2329,24.0000,19.0250,11.9000,4.4305,228.3000,10.8000,0.1548,30.7000,25.9583,19.9000,4.0173,311.5000,12.5000,0.3418,18.5000,13.3583,6.0000,4.5660,160.3000,1405.9130,1316.8187,-23.0859,23.4498,13.4853,10.4881,1.2974,47.8331
jujuy_u_n,JUJUY,NOA,,-24.1800,-65.3300,1302.0000,87047.0000,12.1000,0.6487,13.8000,7.3583,1.7000,4.7731,88.3000,22.3000,0.1048,84.9000,76.1167,62.6000,7.9754,913.4000,2.8000,0.2120,5.8000,4.7167,3.0000,0.9998,56.6000,185.6000,0.9562,191.5000,79.2667,5.9000,75.7928,951.2000,11.1000,0.2384,21.3000,16.7417,10.2000,3.9915,200.9000,9.1000,0.1450,27.7000,23.7000,18.6000,3.4362,284.4000,12.2000,0.3820,16.7000,11.6500,4.5000,4.4502,139.8000,1405.9130,1316.8187,-23.0859,23.4498,13.4711,10.5026,1.0941,47.6298
junin_aero,BUENOS AIRES,Pampeana,SAAJ,-34.5500,-60.9167,81.0000,87548.0000,5.5000,0.3455,8.6000,5.7500,3.1000,1.9865,69.0000,14.4000,0.0660,78.9000,72.3583,64.5000,4.7788,868.3000,0.9000,0.0951,4.0000,3.5417,3.1000,0.3370,42.5000,104.5000,0.4508,134.2000,92.1000,29.7000,41.5191,1105.2000,14.3000,0.3170,23.0000,16.1000,8.7000,5.1040,193.2000,14.6000,0.2267,29.8000,22.9417,15.2000,5.2004,275.3000,13.1000,0.4614,16.5000,10.1333,3.4000,4.6755,121.6000,1405.9130,1316.8187,-23.0859,23.4498,14.2757,9.6829,11.4641,57.9998
la_plata_aero,BUENOS AIRES,Pampeana,SADL,-34.9500,-57.8833,23.0000,87593.0000,2.3000,0.1291,7.4000,6.1500,5.1000,0.7937,73.8000,14.3000,0.0606,85.1000,78.8750,70.8000,4.7759,946.5000,1.0000,0.1092,4.1000,3.6167,3.1000,0.3950,43.4000,54.2000,0.2015,112.8000,89.3917,58.6000,18.0114,1072.7000,13.9000,0.3064,23.1000,16.1917,9.2000,4.9608,194.3000,14.7000,0.2417,28.9000,21.6250,14.2000,5.2265,259.5000,12.2000,0.3947,17.4000,11.2667,5.2000,4.4473,135.2000,1405.9130,1316.8187,-23.0859,23.4498,14.3109,9.6470,11.8641,58.3998
la_quiaca_observatorio,JUJUY,NOA,SASQ,-22.1000,-65.6000,3459.0000,87007.0000,11.5000,1.1283,11.5000,3.7167,0.0000,4.1937,44.6000,37.5000,0.3334,63.2000,43.6167,25.7000,14.5440,523.4000,3.6000,0.4902,4.9000,2.7333,1.3000,1.3398,32.8000,101.9000,1.2452,101.9000,27.5583,0.0000,34.3149,330.7000,9.4000,0.3386,13.9000,10.3000,4.5000,3.4876,123.6000,6.4000,0.1100,22.5000,19.7083,16.1000,2.1673,236.5000,13.9000,2.8867,7.7000,1.8583,-6.2000,5.3644,22.3000,1405.9130,1316.8187,-23.0859,23.4498,13.3289,10.6474,0.9859,45.5498
la_rioja_aero,LA RIOJA,NOA,SANL,-29.3667,-66.7833,429.0000,87217.0000,6.6000,0.7587,7.1000,3.1917,0.5000,2.4217,38.3000,23.5000,0.1462,71.1000,60.1083,47.6000,8.7891,721.3000,1.9000,0.1944,4.0000,3.2250,2.1000,0.6269,38.7000,87.0000,0.9559,90.3000,33.9083,3.3000,32.4126,406.9000,17.0000,0.3070,27.6000,20.2667,10.6000,6.2211,243.2000,15.9000,0.2075,35.4000,28.1500,19.5000,5.8422,337.8000,17.3000,0.4458,21.5000,14.0250,4.2000,6.2519,168.3000,1405.9130,1316.8187,-23.0859,23.4498,13.8504,10.1163,6.2808,52.8164
laboulaye_aero,CORDOBA,Pampeana,SAOL,-34.1167,-63.3667,137.0000,87534.0000,6.1000,0.4609,8.0000,5.2917,1.9000,2.4389,63.5000,13.9000,0.0742,78.4000,71.1583,64.5000,5.2801,853.9000,1.1000,0.1129,4.0000,3.4000,2.9000,0.3838,40.8000,124.2000,0.6207,137.4000,77.7500,13.2000,48.2624,933.0000,15.1000,0.3366,23.2000,16.0833,8.1000,5.4138,193.0000,14.7000,0.2241,30.4000,23.5500,15.7000,5.2764,282.6000,14.1000,0.5018,16.9000,10.2083,2.8000,5.1229,122.5000,1405.9130,1316.8187,-23.0859,23.4498,14.2379,9.7214,11.0308,57.5664
las_flores,BUENOS AIRES,Pampeana,SAEL,-36.0333,-59.1333,36.0000,87563.0000,2.9000,0.2007,7.0000,5.6000,4.1000,1.1241,67.2000,13.7000,0.0626,82.2000,76.6250,68.5000,4.7953,919.5000,0.9000,0.0897,4.4000,3.9167,3.5000,0.3512,47.0000,68.9000,0.2989,118.8000,81.7250,49.9000,24.4282,980.7000,14.5000,0.3328,22.6000,15.4333,8.1000,5.1364,185.2000,15.8000,0.2559,29.7000,21.9000,13.9000,5.6037,262.8000,12.0000,0.4590,15.2000,9.4417,3.2000,4.3333,113.3000,1405.9130,1316.8187,-23.0859,23.4498,14.4084,9.5476,12.9474,59.4831
las_lomitas,FORMOSA,NEA,SATK,-24.7000,-60.5833,130.0000,87078.0000,6.1000,0.4313,7.5000,5.1500,1.4000,2.2212,61.8000,20.8000,0.0971,80.0000,69.8667,59.2000,6.7843,838.4000,1.5000,0.1075,4.5000,3.7917,3.0000,0.4078,45.5000,144.5000,0.6587,156.4000,80.6000,11.9000,53.0916,967.2000,11.7000,0.1813,28.3000,22.9917,16.6000,4.1690,275.9000,11.7000,0.1382,35.5000,30.1833,23.8000,4.1709,362.2000,11.3000,0.2326,22.1000,17.1833,10.8000,3.9961,206.2000,1405.9130,1316.8187,-23.0859,23.4498,13.5075,10.4655,1.6141,48.1498
malargue_aero,MENDOZA,Cuyo,SAMM,-35.4667,-69.5833,1425.0000,87506.0000,1.5000,0.1530,4.1000,3.2083,2.6000,0.4907,38.5000,23.7000,0.1619,63.7000,52.0167,40.0000,8.4193,624.2000,1.4000,0.1459,4.0000,3.3167,2.6000,0.4840,39.8000,16.1000,0.1801,33.5000,26.7167,17.4000,4.8119,320.6000,16.8000,0.4977,20.6000,12.1417,3.8000,6.0429,145.7000,17.3000,0.3040,29.1000,20.3750,11.8000,6.1942,244.5000,13.9000,1.0659,11.6000,4.6750,-2.3000,4.9829,56.1000,1405.9130,1316.8187,-23.0859,23.4498,14.3570,9.5999,12.3808,58.9164
maquinchao,RIO NEGRO,Patagonia,SAVQ,-41.2333,-68.7000,888.0000,87774.0000,4.0000,0.4436,5.4000,2.8800,1.4000,1.2777,34.5600,28.3000,0.1746,72.4000,57.7833,44.1000,10.0862,693.4000,1.4000,0.1371,4.0000,3.3417,2.6000,0.4582,40.1000,26.5400,0.3753,35.4400,19.9883,8.9000,7.5016,239.8600,18.0000,0.6739,18.6000,9.5333,0.6000,6.4246,114.4000,20.5000,0.4354,26.7000,16.7250,6.2000,7.2829,200.7000,14.0000,1.8879,9.6000,2.6417,-4.4000,4.9872,31.7000,1405.9130,1316.8187,-23.0859,23.4498,14.9249,9.0207,18.1474,64.6831
mar_del_plata_aero,BUENOS AIRES,Pampeana,SAZM,-37.9167,-57.5667,21.0000,87692.0000,2.0000,0.1047,7.7000,6.5333,5.7000,0.6840,78.4000,9.3000,0.0391,82.0000,78.3167,72.7000,3.0608,939.8000,1.0000,0.0933,4.7000,4.1833,3.7000,0.3904,50.2000,45.8000,0.2048,103.6000,78.8333,57.8000,16.1457,946.0000,12.8000,0.3305,20.3000,13.9500,7.5000,4.6106,167.4000,13.8000,0.2495,26.4000,19.6250,12.6000,4.8964,235.5000,11.3000,0.4700,14.5000,8.8333,3.2000,4.1520,106.0000,1405.9130,1316.8187,-23.0859,23.4498,14.5855,9.3669,14.8308,61.3664
marcos_juarez_aero,CORDOBA,Pampeana,SAOM,-32.6667,-62.1500,114.0000,87467.0000,5.9000,0.4269,7.7000,5.1167,1.8000,2.1842,61.4000,13.7000,0.0665,80.5000,74.6000,66.8000,4.9611,895.2000,0.9000,0.0906,4.0000,3.4417,3.1000,0.3118,41.3000,136.1000,0.6112,148.6000,78.5500,12.5000,48.0062,942.6000,14.3000,0.3029,23.5000,16.9583,9.2000,5.1364,203.5000,13.6000,0.2020,30.4000,24.2750,16.8000,4.9038,291.3000,13.7000,0.4563,17.2000,10.8167,3.5000,4.9354,129.8000,1405.9130,1316.8187,-23.0859,23.4498,14.1147,9.8469,9.5808,56.1164
mendoza_aero,MENDOZA,Cuyo,SAME,-32.8333,-68.7833,704.0000,87418.0000,3.5000,0.4418,4.5000,2.5167,1.0000,1.1118,30.2000,25.6000,0.1693,69.1000,54.8917,43.5000,9.2925,658.7000,1.0000,0.0830,3.7000,3.1167,2.7000,0.2588,37.4000,42.2000,0.7015,47.2000,19.8333,5.0000,13.9123,238.0000,18.0000,0.3752,25.9000,17.3417,7.9000,6.5067,208.1000,17.5000,0.2594,32.8000,24.3667,15.3000,6.3206,292.4000,17.3000,0.5631,19.3000,11.0667,2.0000,6.2316,132.8000,1405.9130,1316.8187,-23.0859,23.4498,14.1286,9.8327,9.7474,56.2831
mendoza_observatorio,MENDOZA,Cuyo,SAMK,-32.8833,-68.8667,827.0000,87420.0000,3.3000,0.3681,4.9000,3.1167,1.6000,1.1472,37.4000,19.1000,0.1166,70.4000,59.3000,51.3000,6.9119,711.6000,1.0000,0.0833,3.7000,3.0917,2.7000,0.2575,37.1000,36.2000,0.5660,44.3000,22.2500,8.1000,12.5925,267.0000,17.0000,0.3755,24.4000,16.2500,7.4000,6.1016,195.0000,16.0000,0.2517,30.7000,22.9833,14.7000,5.7844,275.8000,15.4000,0.5050,18.3000,10.8667,2.9000,5.4877,130.4000,1405.9130,1316.8187,-23.0859,23.4498,14.1328,9.8285,9.7974,56.3331
monte_caseros_aero,CORRIENTES,NEA,SARM,-30.2500,-57.6333,54.0000,87393.0000,4.2000,0.2001,8.4000,6.5667,4.2000,1.3138,78.8000,14.0000,0.0650,81.5000,74.1000,67.5000,4.8185,889.2000,1.0000,0.0931,4.2000,3.5917,3.2000,0.3343,43.1000,135.5000,0.3425,197.2000,126.7583,61.7000,43.4146,1521.1000,13.1000,0.2351,26.2000,19.7750,13.1000,4.6494,237.3000,13.5000,0.1866,32.4000,25.7750,18.9000,4.8093,309.3000,11.8000,0.2845,20.6000,14.8000,8.8000,4.2106,177.6000,1405.9130,1316.8187,-23.0859,23.4498,13.9191,10.0462,7.1641,53.6998
neuquen_aero,NEUQUEN,Patagonia,SAZN,-38.9500,-68.1333,271.0000,87715.0000,2.4000,0.3019,4.0000,2.4750,1.6000,0.7473,29.7000,33.7000,0.2334,70.9000,53.5583,37.2000,12.4987,642.7000,2.2000,0.2183,4.5000,3.4417,2.3000,0.7513,41.3000,23.3000,0.3815,32.9000,17.6417,9.6000,6.7302,211.7000,18.1000,0.4370,24.1000,14.9333,6.0000,6.5265,179.2000,19.0000,0.3059,32.1000,22.5500,13.1000,6.8980,270.6000,15.4000,0.6818,15.9000,8.1000,0.5000,5.5222,97.2000,1405.9130,1316.8187,-23.0859,23.4498,14.6873,9.2632,15.8641,62.3998
nueve_de_julio,BUENOS AIRES,Pampeana,SAZX,-35.4333,-60.8667,76.0000,87550.0000,5.1000,0.2938,8.3000,5.9250,3.2000,1.7410,71.1000,16.3000,0.0770,78.9000,71.0833,62.6000,5.4719,853.0000,1.0000,0.1019,4.2000,3.6000,3.2000,0.3668,43.2000,101.6000,0.4139,139.4000,87.7833,37.8000,36.3294,1053.4000,14.8000,0.3276,23.3000,16.0917,8.5000,5.2723,193.1000,15.9000,0.2471,30.5000,22.8333,14.6000,5.6423,274.0000,12.6000,0.4263,16.8000,10.6000,4.2000,4.5193,127.2000,1405.9130,1316.8187,-23.0859,23.4498,14.3540,9.6030,12.3474,58.8831
obera,MISIONES,NEA,SATO,-27.4833,-55.1167,303.0000,87187.0000,1.9200,0.0731,9.5000,8.5550,7.5800,0.6251,68.4400,9.9000,0.0486,84.6000,79.5375,74.7000,3.8634,636.3000,0.7000,0.0761,4.0000,3.6125,3.3000,0.2748,28.9000,71.8000,0.1314,215.2000,172.6475,143.4000,22.6907,1381.1800,9.0000,0.1547,24.7000,20.5125,15.7000,3.1742,164.1000,10.1000,0.1316,31.6000,27.0375,21.5000,3.5585,216.3000,7.8000,0.1797,19.3000,15.5625,11.5000,2.7964,124.5000,1405.9130,1316.8187,-23.0859,23.4498,13.7081,10.2612,4.3974,50.9331
olavarria_aero,BUENOS AIRES,Pampeana,SAZF,-36.8833,-60.2167,166.0000,87643.0000,3.9000,0.2649,7.4000,5.5167,3.5000,1.4615,66.2000,17.1000,0.0773,82.0000,75.4333,64.9000,5.8337,905.2000,0.8000,0.0811,4.5000,4.0750,3.7000,0.3306,48.9000,74.3000,0.3513,111.8000,76.1083,37.5000,26.7387,913.3000,15.2000,0.3820,21.7000,14.0750,6.5000,5.3771,168.9000,16.2000,0.2739,29.0000,20.8833,12.8000,5.7206,250.6000,12.5000,0.5640,14.1000,7.9333,1.6000,4.4744,95.2000,1405.9130,1316.8187,-23.0859,23.4498,14.4871,9.4673,13.7974,60.3331
oran_aero,SALTA,NOA,SASO,-23.1500,-64.3167,357.0000,87016.0000,10.0000,0.6889,10.7000,5.7500,0.7000,3.9611,69.0000,28.6000,0.1319,84.3000,73.3000,55.7000,9.6696,879.6000,2.5000,0.1675,5.7000,4.8667,3.2000,0.8150,58.4000,195.4000,0.9376,198.4000,80.6333,3.0000,75.6004,967.6000,11.5000,0.1958,26.4000,21.7167,14.9000,4.2518,260.6000,11.6000,0.1490,33.2000,28.3750,21.6000,4.2281,340.5000,12.0000,0.2626,21.6000,16.7500,9.6000,4.3982,201.0000,1405.9130,1316.8187,-23.0859,23.4498,13.4001,10.5749,0.0641,46.5998
parana_aero,ENTRE RIOS,NEA,SAAP,-31.7833,-60.4833,78.0000,87374.0000,4.5000,0.3197,7.4000,5.5750,2.9000,1.7823,66.9000,14.7000,0.0740,79.6000,71.7417,64.9000,5.3122,860.9000,1.0000,0.1008,4.0000,3.3667,3.0000,0.3393,40.4000,121.2000,0.4919,152.0000,96.2333,30.8000,47.3395,1154.8000,13.6000,0.2623,25.0000,18.3333,11.4000,4.8086,220.0000,14.3000,0.2079,31.2000,24.2250,16.9000,5.0370,290.7000,12.2000,0.3240,19.4000,13.4000,7.2000,4.3418,160.8000,1405.9130,1316.8187,-23.0859,23.4498,14.0419,9.9212,8.6974,55.2331
paso_de_los_libres_aero,CORRIENTES,NEA,SARL,-29.6833,-57.1333,70.0000,87289.0000,4.2000,0.1595,8.8000,6.6750,4.6000,1.0644,80.1000,14.5000,0.0649,82.6000,74.6833,68.1000,4.8460,896.2000,0.9000,0.0697,4.3000,3.7917,3.4000,0.2644,45.5000,123.4000,0.3229,180.4000,126.4750,57.0000,40.8388,1517.7000,12.6000,0.2264,26.0000,19.9083,13.4000,4.5071,238.9000,13.2000,0.1815,32.2000,25.8000,19.0000,4.6817,309.6000,11.6000,0.2763,20.6000,14.9500,9.0000,4.1307,179.4000,1405.9130,1316.8187,-23.0859,23.4498,13.8749,10.0913,6.5974,53.1331
pehuajo_aero,BUENOS AIRES,Pampeana,SAZP,-35.8333,-61.8500,87.0000,87544.0000,4.9000,0.3180,8.1000,5.7167,3.2000,1.8180,68.6000,15.4000,0.0679,81.0000,73.8333,65.6000,5.0101,886.0000,0.9000,0.0965,4.2000,3.7250,3.3000,0.3596,44.7000,104.8000,0.4812,128.6000,78.3917,23.8000,37.7218,940.7000,15.2000,0.3458,23.0000,15.5833,7.8000,5.3880,187.0000,15.6000,0.2499,29.8000,22.2833,14.2000,5.5689,267.4000,13.2000,0.4831,16.2000,9.7500,3.0000,4.7102,117.0000,1405.9130,1316.8187,-23.0859,23.4498,14.3902,9.5661,12.7474,59.2831
perito_moreno_aero,SANTA CRUZ,Patagonia,SAWP,-46.5333,-70.9833,429.0000,87852.0000,2.2400,0.2225,4.3800,3.0517,2.1400,0.6790,36.6200,29.7000,0.1823,76.8000,60.7133,47.1000,11.0693,728.5600,0.6000,0.0511,4.4000,4.0333,3.8000,0.2060,48.4000,21.9400,0.3707,32.7600,16.3683,10.8200,6.0678,196.4200,13.7000,0.5672,15.4000,8.7583,1.7000,4.9682,105.1000,15.1000,0.3795,21.5000,14.3033,6.4000,5.4285,171.6400,12.3000,1.2505,9.5000,3.5167,-2.8000,4.3975,42.2000,1405.9130,1316.8187,-23.0859,23.4498,15.5632,8.3687,23.4474,69.9831
pigue_aero,BUENOS AIRES,Pampeana,SAZE,-37.6000,-62.3833,304.0000,87679.0000,4.1000,0.2740,7.4000,5.5167,3.3000,1.5117,66.2000,21.8000,0.0998,78.9000,69.1250,57.1000,6.8961,829.5000,1.3000,0.1181,4.7000,4.0167,3.4000,0.4745,48.2000,76.7000,0.4148,101.2000,68.2000,24.5000,28.2896,818.4000,15.4000,0.4001,21.5000,13.7833,6.1000,5.5146,165.4000,17.1000,0.2994,28.9000,20.4167,11.8000,6.1134,245.0000,13.1000,0.6042,14.3000,7.7083,1.2000,4.6574,92.5000,1405.9130,1316.8187,-23.0859,23.4498,14.5550,9.3980,14.5141,61.0498
pilar_observatorio,CORDOBA,Pampeana,SACI,-31.6667,-63.8667,338.0000,87349.0000,7.3000,0.6072,8.2000,4.8167,0.9000,2.9245,57.8000,18.6000,0.1011,76.5000,68.2250,57.9000,6.8974,818.7000,1.2000,0.0850,4.2000,3.4917,3.0000,0.2968,41.9000,112.3000,0.7236,118.4000,62.8167,6.1000,45.4511,753.8000,14.1000,0.2908,23.7000,17.2583,9.6000,5.0191,207.1000,13.0000,0.1919,30.1000,24.1833,17.1000,4.6409,290.2000,13.8000,0.4294,18.0000,11.6083,4.2000,4.9850,139.3000,1405.9130,1316.8187,-23.0859,23.4498,14.0324,9.9308,8.5808,55.1164
posadas_aero,MISIONES,NEA,SARP,-27.3833,-55.9667,125.0000,87178.0000,4.8000,0.1495,10.4000,7.6917,5.6000,1.1501,92.3000,12.1000,0.0576,77.5000,70.9167,65.4000,4.0867,851.0000,0.8000,0.0662,4.0000,3.5167,3.2000,0.2329,42.2000,166.3000,0.2980,253.4000,156.1000,87.1000,46.5215,1873.2000,10.9000,0.1781,27.2000,22.0667,16.3000,3.9290,264.8000,11.0000,0.1456,33.0000,27.8417,22.0000,4.0527,334.1000,10.3000,0.2117,22.1000,17.2583,11.8000,3.6535,207.1000,1405.9130,1316.8187,-23.0859,23.4498,13.7007,10.2688,4.2974,50.8331
presidencia_roque_saenz_pena_a,CHACO,NEA,SARS,-26.7333,-60.4833,93.0000,87148.0000,5.6000,0.3933,7.6000,5.3750,2.0000,2.1141,64.5000,18.8000,0.0887,81.3000,72.5750,62.5000,6.4383,870.9000,1.7000,0.1155,4.5000,3.6083,2.8000,0.4166,43.3000,151.5000,0.6265,164.3000,86.0750,12.8000,53.9270,1032.9000,12.8000,0.2134,27.1000,21.3167,14.3000,4.5481,255.8000,11.7000,0.1487,33.8000,28.4917,22.1000,4.2378,341.9000,12.3600,0.2845,21.4400,15.3817,9.0800,4.3760,184.5800,1405.9130,1316.8187,-23.0859,23.4498,13.6530,10.3174,3.6474,50.1831
puerto_deseado_aero,SANTA CRUZ,Patagonia,SAWD,-47.7333,-65.9000,80.0000,87896.0000,0.9400,0.0782,4.1400,3.5933,3.2000,0.2810,43.1200,20.4000,0.1131,75.1000,64.1500,54.7000,7.2575,769.8000,0.8000,0.0546,4.6000,4.2333,3.8000,0.2309,50.8000,10.2200,0.1571,27.2400,22.4450,17.0200,3.5257,269.3400,12.9000,0.4537,16.4000,10.1917,3.5000,4.6239,122.3000,15.8000,0.3564,23.4000,15.8833,7.6000,5.6607,190.6000,10.4000,0.7047,10.5000,5.3917,0.1000,3.7994,64.7000,1405.9130,1316.8187,-23.0859,23.4498,15.7291,8.1991,24.6474,71.1831
punta_indio_ba,BUENOS AIRES,Pampeana,SAAI,-35.3500,-57.2833,22.0000,87596.0000,2.1000,0.0939,7.4000,6.3750,5.3000,0.5987,76.5000,11.5000,0.0478,86.8000,81.9917,75.3000,3.9179,983.9000,0.9000,0.0876,4.3000,3.9083,3.4000,0.3423,46.9000,48.6000,0.1689,116.1000,86.7083,67.5000,14.6493,1040.5000,13.8000,0.3047,23.0000,16.2083,9.2000,4.9381,194.5000,14.2000,0.2399,27.9000,21.0167,13.7000,5.0418,252.2000,12.9000,0.3905,18.3000,11.8667,5.4000,4.6343,142.4000,1405.9130,1316.8187,-23.0859,23.4498,14.3466,9.6106,12.2641,58.7998
reconquista_aero,SANTA FE,Pampeana,SATR,-29.2000,-59.6833,53.0000,87270.0000,5.3000,0.3627,7.7000,5.6417,2.4000,2.0465,67.7000,12.3000,0.0631,81.3000,74.0333,69.0000,4.6720,888.4000,1.2000,0.1003,4.3000,3.5417,3.1000,0.3554,42.5000,138.7000,0.5382,162.8000,102.1500,24.1000,54.9792,1225.8000,12.9000,0.2241,26.4000,20.2333,13.5000,4.5334,242.8000,12.7000,0.1702,32.4000,26.2333,19.7000,4.4655,314.8000,12.3000,0.2886,21.0000,15.1667,8.7000,4.3775,182.0000,1405.9130,1316.8187,-23.0859,23.4498,13.8375,10.1294,6.1141,52.6498
resistencia_aero,CHACO,NEA,SARE,-27.4333,-59.0333,52.0000,87155.0000,5.3000,0.3259,8.0000,5.9583,2.7000,1.9421,71.5000,13.4000,0.0622,82.2000,74.7333,68.8000,4.6496,896.8000,1.0000,0.0728,4.4000,3.7667,3.4000,0.2741,45.2000,155.5000,0.5108,179.9000,116.0917,24.4000,59.2956,1393.1000,12.1000,0.2019,26.9000,21.2750,14.8000,4.2961,255.3000,11.8000,0.1508,33.4000,27.6833,21.6000,4.1750,332.2000,11.8000,0.2684,21.2000,15.7500,9.4000,4.2266,189.0000,1405.9130,1316.8187,-23.0859,23.4498,13.7044,10.2650,4.3474,50.8831
rio_cuarto_aero,CORDOBA,Pampeana,SAOC,-33.0833,-64.2667,421.0000,87453.0000,7.3000,0.5245,8.8000,5.4500,1.5000,2.8586,65.4000,16.8000,0.0960,73.3000,65.4167,56.5000,6.2791,785.0000,0.9000,0.0738,4.0000,3.4750,3.1000,0.2563,41.7000,127.7000,0.7145,135.4000,69.8750,7.7000,49.9281,838.5000,14.2000,0.3095,23.0000,16.4750,8.8000,5.0992,197.7000,13.4000,0.2101,29.1000,23.0417,15.7000,4.8410,276.5000,13.8000,0.4450,17.6000,11.1333,3.8000,4.9548,133.6000,1405.9130,1316.8187,-23.0859,23.4498,14.1496,9.8113,9.9974,56.5331
rio_gallegos_aero,SANTA CRUZ,Patagonia,SAWG,-51.6000,-69.3000,19.0000,87925.0000,3.6000,0.2234,6.4000,4.5667,2.8000,1.0201,54.8000,27.1000,0.1601,79.0000,64.3750,51.9000,10.3090,772.5000,1.2000,0.0834,5.5000,4.8250,4.3000,0.4025,57.9000,17.7000,0.2463,32.2000,23.0500,14.5000,5.6779,276.6000,12.1000,0.5760,13.6000,7.7500,1.5000,4.4641,93.0000,14.9000,0.4169,20.0000,13.2000,5.1000,5.5036,158.4000,9.7000,1.3343,7.4000,2.6250,-2.3000,3.5025,31.5000,1405.9130,1316.8187,-23.0859,23.4498,16.3378,7.5759,28.5141,75.0498
rio_grande_ba,TIERRA DEL FUEG,Patagonia,SAWE,-53.7667,-67.7500,22.0000,87934.0000,4.1000,0.2033,7.8000,5.7583,3.7000,1.1704,69.1000,15.7000,0.0749,89.1000,81.0167,73.4000,6.0693,972.2000,1.4000,0.1003,5.4000,4.7417,4.0000,0.4757,56.9000,22.4000,0.2535,38.4000,27.1250,16.0000,6.8771,325.5000,10.9000,0.6940,11.0000,5.7250,0.1000,3.9729,68.7000,12.8000,0.4602,16.0000,10.2167,3.2000,4.7022,122.6000,8.9000,1.9575,5.9000,1.6250,-3.0000,3.1809,19.5000,1405.9130,1316.8187,-23.0859,23.4498,16.7425,7.1606,30.6808,77.2164
